time_s,displacement_mm
26.620000,0.148098
26.640000,-0.248341
26.660000,-0.216480
26.680000,0.298862
26.700000,0.378120
26.720000,-0.189562
26.740000,-0.404753
26.760000,0.172678
26.780000,0.563358
26.800000,0.077574
26.820000,-0.481411
26.840000,-0.266060
26.860000,0.198795
26.880000,0.088091
26.900000,-0.259892
26.920000,-0.077437
26.940000,0.376757
26.960000,0.287292
26.980000,-0.227693
27.000000,-0.315635
27.020000,0.104046
27.040000,0.255631
27.060000,-0.070689
27.080000,-0.218905
27.100000,0.059589
27.120000,0.177655
27.140000,-0.146320
27.160000,-0.331858
27.180000,0.044450
27.200000,0.477641
27.220000,0.320028
27.240000,-0.204473
27.260000,-0.365215
27.280000,-0.038585
27.300000,0.172593
27.320000,-0.041371
27.340000,-0.214439
27.360000,0.025034
27.380000,0.245686
27.400000,-0.007036
27.420000,-0.300507
27.440000,-0.021475
27.460000,0.472186
27.480000,0.375637
27.500000,-0.203121
27.520000,-0.419785
27.540000,-0.083093
27.560000,0.130204
27.580000,-0.098755
27.600000,-0.244576
27.620000,0.034835
27.640000,0.260195
27.660000,0.034227
27.680000,-0.186390
27.700000,0.095357
27.720000,0.469608
27.740000,0.269343
27.760000,-0.286062
27.780000,-0.410986
27.800000,-0.014910
27.820000,0.162274
27.840000,-0.195558
27.860000,-0.390293
27.880000,0.073604
27.900000,0.469975
27.920000,0.067996
27.940000,-0.406796
27.960000,0.023365
27.980000,0.692211
28.000000,0.385095
28.020000,-0.425696
28.040000,-0.447619
28.060000,0.072517
28.080000,-0.007563
28.100000,-0.431142
28.120000,-0.127356
28.140000,0.520744
28.160000,0.294480
28.180000,-0.444189
28.200000,-0.297934
28.220000,0.541248
28.240000,0.604188
28.260000,-0.146749
28.280000,-0.364307
28.300000,0.081547
28.320000,0.032000
28.340000,-0.524049
28.360000,-0.416451
28.380000,0.332057
28.400000,0.463516
28.420000,-0.159671
28.440000,-0.340717
28.460000,0.225119
28.480000,0.495892
28.500000,0.061414
28.520000,-0.210096
28.540000,0.105018
28.560000,0.214542
28.580000,-0.317938
28.600000,-0.641995
28.620000,-0.115255
28.640000,0.480018
28.660000,0.246030
28.680000,-0.321590
28.700000,-0.267586
28.720000,0.225025
28.740000,0.344781
28.760000,0.094639
28.780000,0.073738
28.800000,0.264675
28.820000,0.103691
28.840000,-0.421037
28.860000,-0.640563
28.880000,-0.246845
28.900000,0.223629
28.920000,0.215000
28.940000,-0.043845
28.960000,-0.006021
28.980000,0.263139
29.000000,0.260449
29.020000,0.002330
29.040000,0.001308
29.060000,0.234699
29.080000,0.086321
29.100000,-0.447430
29.120000,-0.558907
29.140000,-0.036275
29.160000,0.272122
29.180000,-0.057273
29.200000,-0.263870
29.220000,0.174206
29.240000,0.542972
29.260000,0.193126
29.280000,-0.253464
29.300000,-0.030730
29.320000,0.369548
29.340000,0.083320
29.360000,-0.552250
29.380000,-0.550151
29.400000,0.046921
29.420000,0.284669
29.440000,-0.056871
29.460000,-0.154359
29.480000,0.324322
29.500000,0.542858
29.520000,-0.018270
29.540000,-0.460314
29.560000,0.054952
29.580000,0.641157
29.600000,0.070556
29.620000,-0.913843
29.640000,-0.689375
29.660000,0.360081
29.680000,0.460935
29.700000,-0.335044
29.720000,-0.295573
29.740000,0.659280
29.760000,0.740708
29.780000,-0.306884
29.800000,-0.617595
29.820000,0.364434
29.840000,0.794089
29.860000,-0.260451
29.880000,-1.109687
29.900000,-0.405853
29.920000,0.551067
29.940000,0.207239
29.960000,-0.533998
29.980000,-0.099830
30.000000,0.821554
30.020000,0.549686
30.040000,-0.480107
30.060000,-0.457659
30.080000,0.548185
30.100000,0.685678
30.120000,-0.415307
30.140000,-0.990697
30.160000,-0.198208
30.180000,0.497357
30.200000,-0.020444
30.220000,-0.555455
30.240000,0.158385
30.260000,1.013911
30.280000,0.420603
30.300000,-0.741012
30.320000,-0.550004
30.340000,0.553086
30.360000,0.550114
30.380000,-0.546663
30.400000,-0.767625
30.420000,0.236613
30.440000,0.602582
30.460000,-0.314195
30.480000,-0.722831
30.500000,0.339249
30.520000,1.124779
30.540000,0.214451
30.560000,-0.864345
30.580000,-0.280776
30.600000,0.791494
30.620000,0.272932
30.640000,-0.972184
30.660000,-0.653640
30.680000,0.673460
30.700000,0.545552
30.720000,-0.804005
30.740000,-0.765691
30.760000,0.816072
30.780000,1.257087
30.800000,-0.123788
30.820000,-0.855951
30.840000,0.134673
30.860000,0.738046
30.880000,-0.273419
30.900000,-1.012742
30.920000,-0.076918
30.940000,0.830749
30.960000,0.053632
30.980000,-0.962645
31.000000,-0.296654
31.020000,0.963387
31.040000,0.683607
31.060000,-0.515366
31.080000,-0.469417
31.100000,0.604361
31.120000,0.594996
31.140000,-0.585147
31.160000,-0.835668
31.180000,0.262889
31.200000,0.650266
31.220000,-0.422857
31.240000,-0.942315
31.260000,0.214585
31.280000,1.138561
31.300000,0.283872
31.320000,-0.725930
31.340000,-0.079654
31.360000,0.883305
31.380000,0.183439
31.400000,-1.051691
31.420000,-0.622862
31.440000,0.656664
31.460000,0.467470
31.480000,-0.723272
31.500000,-0.600521
31.520000,0.666787
31.540000,0.810751
31.560000,-0.306257
31.580000,-0.546540
31.600000,0.485496
31.620000,0.786660
31.640000,-0.313011
31.660000,-0.964368
31.680000,-0.145793
31.700000,0.618897
31.720000,0.072874
31.740000,-0.635481
31.760000,-0.156271
31.780000,0.654780
31.800000,0.357646
31.820000,-0.478302
31.840000,-0.333366
31.860000,0.529259
31.880000,0.530145
31.900000,-0.422559
31.920000,-0.735663
31.940000,0.122953
31.960000,0.693450
31.980000,0.018939
32.000000,-0.704048
32.020000,-0.184644
32.040000,0.699687
32.060000,0.408103
32.080000,-0.542073
32.100000,-0.459106
32.120000,0.511293
32.140000,0.603185
32.160000,-0.433714
32.180000,-0.835577
32.200000,0.096257
32.220000,0.756580
32.240000,0.053914
32.260000,-0.688240
32.280000,-0.129893
32.300000,0.693610
32.320000,0.297125
32.340000,-0.548090
32.360000,-0.273100
32.380000,0.598954
32.400000,0.437031
32.420000,-0.529963
32.440000,-0.664223
32.460000,0.180846
32.480000,0.524375
32.500000,-0.103384
32.520000,-0.477732
32.540000,0.071685
32.560000,0.527223
32.580000,0.042777
32.600000,-0.516476
32.620000,-0.087687
32.640000,0.629507
32.660000,0.326587
32.680000,-0.545116
32.700000,-0.491697
32.720000,0.352168
32.740000,0.448963
32.760000,-0.333585
32.780000,-0.489357
32.800000,0.293015
32.820000,0.506934
32.840000,-0.328715
32.860000,-0.661336
32.880000,0.245006
32.900000,0.850567
32.920000,0.096836
32.940000,-0.662198
32.960000,-0.148335
32.980000,0.550614
33.000000,0.093601
33.020000,-0.624427
33.040000,-0.212778
33.060000,0.599570
33.080000,0.321437
33.100000,-0.576758
33.120000,-0.536542
33.140000,0.345644
33.160000,0.592328
33.180000,-0.084602
33.200000,-0.445989
33.220000,0.067246
33.240000,0.487091
33.260000,0.075809
33.280000,-0.442888
33.300000,-0.187490
33.320000,0.359076
33.340000,0.206906
33.360000,-0.406514
33.380000,-0.412811
33.400000,0.235765
33.420000,0.468324
33.440000,-0.070074
33.460000,-0.417902
33.480000,0.030934
33.500000,0.471572
33.520000,0.105890
33.540000,-0.406212
33.560000,-0.084159
33.580000,0.537463
33.600000,0.233552
33.620000,-0.671257
33.640000,-0.694112
33.660000,0.238338
33.680000,0.605604
33.700000,-0.046508
33.720000,-0.359351
33.740000,0.292353
33.760000,0.627616
33.780000,-0.133340
33.800000,-0.711690
33.820000,-0.053526
33.840000,0.664143
33.860000,0.099458
33.880000,-0.783614
33.900000,-0.406482
33.920000,0.583989
33.940000,0.501550
33.960000,-0.353411
33.980000,-0.349400
34.000000,0.438821
34.020000,0.431081
34.040000,-0.462746
34.060000,-0.621329
34.080000,0.323968
34.100000,0.753449
34.120000,-0.092743
34.140000,-0.766886
34.160000,-0.150891
34.180000,0.619495
34.200000,0.214352
34.220000,-0.542610
34.240000,-0.221446
34.260000,0.589988
34.280000,0.372922
34.300000,-0.504720
34.320000,-0.453013
34.340000,0.399734
34.360000,0.461356
34.380000,-0.361808
34.400000,-0.537573
34.420000,0.211443
34.440000,0.456737
34.460000,-0.203649
34.480000,-0.433306
34.500000,0.268278
34.520000,0.609184
34.540000,-0.074851
34.560000,-0.573129
34.580000,-0.010895
34.600000,0.570924
34.620000,0.102995
34.640000,-0.619931
34.660000,-0.377330
34.680000,0.359813
34.700000,0.329424
34.720000,-0.310627
34.740000,-0.331379
34.760000,0.367797
34.780000,0.583275
34.800000,-0.067234
34.820000,-0.463478
34.840000,0.034824
34.860000,0.444993
34.880000,-0.067604
34.900000,-0.655653
34.920000,-0.285819
34.940000,0.423227
34.960000,0.330993
34.980000,-0.241259
35.000000,-0.226565
35.020000,0.259051
35.040000,0.286585
35.060000,-0.121412
35.080000,-0.133159
35.100000,0.262945
35.120000,0.231958
35.140000,-0.319985
35.160000,-0.499782
35.180000,-0.001213
35.200000,0.334848
35.220000,-0.008267
35.240000,-0.327361
35.260000,0.033713
35.280000,0.489898
35.300000,0.229120
35.320000,-0.319935
35.340000,-0.213447
35.360000,0.305619
35.380000,0.227224
35.400000,-0.359334
35.420000,-0.402663
35.440000,0.152832
35.460000,0.267576
35.480000,-0.211288
35.500000,-0.271293
35.520000,0.299024
35.540000,0.481885
35.560000,-0.048882
35.580000,-0.336679
35.600000,0.050481
35.620000,0.277278
35.640000,-0.124903
35.660000,-0.405342
35.680000,-0.048207
35.700000,0.277134
35.720000,-0.006170
35.740000,-0.321416
35.760000,-0.023628
35.780000,0.419584
35.800000,0.282259
35.820000,-0.146509
35.840000,-0.143373
35.860000,0.165346
35.880000,0.115877
35.900000,-0.271865
35.920000,-0.361299
35.940000,-0.020865
35.960000,0.189457
35.980000,-0.008941
36.000000,-0.177574
36.020000,0.057062
36.040000,0.346713
36.060000,0.207133
36.080000,-0.119512
36.100000,-0.060282
36.120000,0.226729
36.140000,0.077144
36.160000,-0.401204
36.180000,-0.389316
36.200000,0.126108
36.220000,0.228416
36.240000,-0.207364
36.260000,-0.223626
36.280000,0.338412
36.300000,0.434908
36.320000,-0.155520
36.340000,-0.328540
36.360000,0.229378
36.380000,0.426716
36.400000,-0.141723
36.420000,-0.481843
36.440000,-0.118285
36.460000,0.161333
36.480000,-0.062011
36.500000,-0.180095
36.520000,0.097921
36.540000,0.245770
36.560000,0.048227
36.580000,-0.046525
36.600000,0.114384
36.620000,0.152381
36.640000,-0.029510
36.660000,-0.105533
36.680000,-0.020848
36.700000,-0.057872
36.720000,-0.220573
36.740000,-0.205233
36.760000,0.013186
36.780000,0.123980
36.800000,0.052704
36.820000,0.074847
36.840000,0.234097
36.860000,0.184650
36.880000,-0.128202
36.900000,-0.217882
36.920000,0.105964
36.940000,0.285977
36.960000,-0.062654
36.980000,-0.441355
37.000000,-0.296222
37.020000,0.083849
37.040000,0.154240
37.060000,0.023121
37.080000,0.090615
37.100000,0.242150
37.120000,0.111801
37.140000,-0.154177
37.160000,-0.112359
37.180000,0.159007
37.200000,0.155254
37.220000,-0.187290
37.240000,-0.379205
37.260000,-0.176021
37.280000,0.098983
37.300000,0.146426
37.320000,0.105636
37.340000,0.171583
37.360000,0.195614
37.380000,-0.007750
37.400000,-0.224711
37.420000,-0.134072
37.440000,0.117801
37.460000,0.124531
37.480000,-0.086286
37.500000,-0.142407
37.520000,-0.052447
37.540000,-0.136722
37.560000,-0.252576
37.580000,0.043690
37.600000,0.515041
37.620000,0.435510
37.640000,-0.126355
37.660000,-0.320158
37.680000,0.044698
37.700000,0.225739
37.720000,-0.093485
37.740000,-0.322088
37.760000,-0.114592
37.780000,0.065019
37.800000,-0.099774
37.820000,-0.198175
37.840000,0.089462
37.860000,0.384258
37.880000,0.283686
37.900000,0.000276
37.920000,-0.097133
37.940000,-0.049279
37.960000,-0.049900
37.980000,-0.062640
38.000000,-0.014054
38.020000,-0.025182
38.040000,-0.166617
38.060000,-0.242532
38.080000,-0.068681
38.100000,0.225477
38.120000,0.362574
38.140000,0.243579
38.160000,0.011144
38.180000,-0.120553
38.200000,-0.100808
38.220000,-0.090250
38.240000,-0.157836
38.260000,-0.120301
38.280000,0.061114
38.300000,0.081941
38.320000,-0.136067
38.340000,-0.168391
38.360000,0.171197
38.380000,0.401218
38.400000,0.181790
38.420000,-0.097365
38.440000,-0.067879
38.460000,-0.020631
38.480000,-0.212751
38.500000,-0.263373
38.520000,0.092987
38.540000,0.342233
38.560000,0.024307
38.580000,-0.387941
38.600000,-0.236261
38.620000,0.234632
38.640000,0.346131
38.660000,0.088529
38.680000,-0.038096
38.700000,0.057504
38.720000,0.024976
38.740000,-0.214010
38.760000,-0.304961
38.780000,-0.050741
38.800000,0.225312
38.820000,0.139743
38.840000,-0.133472
38.860000,-0.116729
38.880000,0.167444
38.900000,0.226088
38.920000,-0.018696
38.940000,-0.097881
38.960000,0.087125
38.980000,0.058277
39.000000,-0.257996
39.020000,-0.285035
39.040000,0.102771
39.060000,0.249707
39.080000,-0.073832
39.100000,-0.208154
39.120000,0.152233
39.140000,0.350637
39.160000,-0.009453
39.180000,-0.291985
39.200000,0.012217
39.220000,0.312543
39.240000,-0.021000
39.260000,-0.451600
39.280000,-0.199552
39.300000,0.314504
39.320000,0.208933
39.340000,-0.241094
39.360000,-0.142530
39.380000,0.314980
39.400000,0.233194
39.420000,-0.252493
39.440000,-0.208801
39.460000,0.302191
39.480000,0.295161
39.500000,-0.293544
39.520000,-0.455482
39.540000,0.056118
39.560000,0.326078
39.580000,-0.021741
39.600000,-0.239035
39.620000,0.071633
39.640000,0.294611
39.660000,0.024178
39.680000,-0.255919
39.700000,-0.112019
39.720000,0.167150
39.740000,0.163374
39.760000,-0.051878
39.780000,-0.132835
39.800000,0.020323
39.820000,0.133906
39.840000,-0.013770
39.860000,-0.179455
39.880000,-0.032275
39.900000,0.183631
39.920000,0.019646
39.940000,-0.275182
39.960000,-0.118770
39.980000,0.271988
40.000000,0.199603
40.020000,-0.190776
40.040000,-0.142803
40.060000,0.254203
40.080000,0.200075
40.100000,-0.258692
40.120000,-0.255602
40.140000,0.245484
40.160000,0.314970
40.180000,-0.225644
40.200000,-0.424841
40.220000,0.084865
40.240000,0.403269
40.260000,-0.021221
40.280000,-0.395122
40.300000,-0.018433
40.320000,0.432914
40.340000,0.119000
40.360000,-0.416928
40.380000,-0.192348
40.400000,0.416431
40.420000,0.303067
40.440000,-0.352567
40.460000,-0.365664
40.480000,0.280433
40.500000,0.369111
40.520000,-0.289843
40.540000,-0.462937
40.560000,0.224812
40.580000,0.544304
40.600000,-0.108406
40.620000,-0.568961
40.640000,0.017253
40.660000,0.613524
40.680000,0.123442
40.700000,-0.589669
40.720000,-0.225264
40.740000,0.544268
40.760000,0.265625
40.780000,-0.563983
40.800000,-0.356763
40.820000,0.573022
40.840000,0.509529
40.860000,-0.474621
40.880000,-0.603458
40.900000,0.315750
40.920000,0.542133
40.940000,-0.320530
40.960000,-0.575359
40.980000,0.345837
41.000000,0.752634
41.020000,-0.166114
41.040000,-0.783836
41.060000,0.002799
41.080000,0.754681
41.100000,0.135070
41.120000,-0.665598
41.140000,-0.180538
41.160000,0.601242
41.180000,0.119457
41.200000,-0.763642
41.220000,-0.329801
41.240000,0.726514
41.260000,0.514807
41.280000,-0.535150
41.300000,-0.460781
41.320000,0.572733
41.340000,0.587453
41.360000,-0.503881
41.380000,-0.711463
41.400000,0.357233
41.420000,0.743830
41.440000,-0.306725
41.460000,-0.936035
41.480000,0.033625
41.500000,0.968330
41.520000,0.278957
41.540000,-0.752595
41.560000,-0.259063
41.580000,0.800453
41.600000,0.338421
41.620000,-0.951851
41.640000,-0.712256
41.660000,0.739567
41.680000,0.859215
41.700000,-0.530906
41.720000,-0.920904
41.740000,0.349710
41.760000,1.007314
41.780000,0.012914
41.800000,-0.721759
41.820000,0.039926
41.840000,0.681020
41.860000,-0.173790
41.880000,-1.060573
41.900000,-0.286781
41.920000,0.962705
41.940000,0.631618
41.960000,-0.612925
41.980000,-0.591486
42.000000,0.539877
42.020000,0.669821
42.040000,-0.427081
42.060000,-0.738256
42.080000,0.291309
42.100000,0.754393
42.120000,-0.236316
42.140000,-0.905440
42.160000,-0.001060
42.180000,0.922072
42.200000,0.257450
42.220000,-0.788204
42.240000,-0.368144
42.260000,0.711197
42.280000,0.496072
42.300000,-0.579786
42.320000,-0.529720
42.340000,0.547857
42.360000,0.642712
42.380000,-0.511868
42.400000,-0.909060
42.420000,0.169383
42.440000,0.862954
42.460000,0.025520
42.480000,-0.758922
42.500000,-0.051471
42.520000,0.825148
42.540000,0.211037
42.560000,-0.776656
42.580000,-0.247582
42.600000,0.883973
42.620000,0.468146
42.640000,-0.873930
42.660000,-0.797531
42.680000,0.466515
42.700000,0.584501
42.720000,-0.492549
42.740000,-0.505108
42.760000,0.731817
42.780000,0.888705
42.800000,-0.470396
42.820000,-0.957967
42.840000,0.261122
42.860000,0.936946
42.880000,-0.127462
42.900000,-0.964727
42.920000,-0.136424
42.940000,0.726634
42.960000,0.076909
42.980000,-0.742764
43.000000,-0.118665
43.020000,0.844161
43.040000,0.421670
43.060000,-0.593214
43.080000,-0.426560
43.100000,0.491451
43.120000,0.468530
43.140000,-0.379854
43.160000,-0.529380
43.180000,0.149097
43.200000,0.353631
43.220000,-0.194047
43.240000,-0.393109
43.260000,0.135251
43.280000,0.445350
43.300000,0.038112
43.320000,-0.325978
43.340000,-0.057093
43.360000,0.312765
43.380000,0.194122
43.400000,-0.108152
43.420000,-0.121359
43.440000,-0.013227
43.460000,-0.098026
43.480000,-0.222199
43.500000,-0.125743
43.520000,0.086052
43.540000,0.171457
43.560000,0.110805
43.580000,0.046357
43.600000,0.069049
43.620000,0.127723
43.640000,0.077103
43.660000,-0.111574
43.680000,-0.219739
43.700000,-0.084884
43.720000,0.064869
43.740000,-0.045851
43.760000,-0.209169
43.780000,-0.069354
43.800000,0.187813
43.820000,0.142529
43.840000,-0.042926
43.860000,0.094376
43.880000,0.369427
43.900000,0.190422
43.920000,-0.314939
43.940000,-0.401014
43.960000,0.012904
43.980000,0.179796
44.000000,-0.166270
44.020000,-0.356225
44.040000,0.002203
44.060000,0.325229
44.080000,0.117869
44.100000,-0.124722
44.120000,0.160776
44.140000,0.503198
44.160000,0.183397
44.180000,-0.415490
44.200000,-0.391964
44.220000,0.085514
44.240000,0.077427
44.260000,-0.393157
44.280000,-0.357236
44.300000,0.284459
44.320000,0.506778
44.340000,0.002578
44.360000,-0.272402
44.380000,0.153829
44.400000,0.467535
44.420000,0.089507
44.440000,-0.350846
44.460000,-0.220638
44.480000,0.077108
44.500000,-0.032958
44.520000,-0.290642
44.540000,-0.163547
44.560000,0.198764
44.580000,0.252323
44.600000,-0.025743
44.620000,-0.126048
44.640000,0.137459
44.660000,0.316815
44.680000,0.083015
44.700000,-0.214685
44.720000,-0.161738
44.740000,0.015044
44.760000,-0.074241
44.780000,-0.228723
44.800000,-0.055981
44.820000,0.240138
44.840000,0.185583
44.860000,-0.114902
44.880000,-0.145615
44.900000,0.148185
44.920000,0.284291
44.940000,0.041911
44.960000,-0.201022
44.980000,-0.108611
45.000000,0.060808
45.020000,-0.073989
45.040000,-0.290979
45.060000,-0.105633
45.080000,0.303465
45.100000,0.282458
45.120000,-0.154753
45.140000,-0.261011
45.160000,0.166326
45.180000,0.397629
45.200000,0.043844
45.220000,-0.257386
45.240000,-0.014774
45.260000,0.204867
45.280000,-0.153684
45.300000,-0.522116
45.320000,-0.189163
45.340000,0.353922
45.360000,0.240445
45.380000,-0.217042
45.400000,-0.119525
45.420000,0.363204
45.440000,0.345919
45.460000,-0.120054
45.480000,-0.199078
45.500000,0.152340
45.520000,0.175251
45.540000,-0.245036
45.560000,-0.424383
45.580000,-0.132868
45.600000,0.120170
45.620000,0.057690
45.640000,-0.020162
45.660000,0.099957
45.680000,0.215693
45.700000,0.125839
45.720000,-0.042295
45.740000,-0.037197
45.760000,0.135948
45.780000,0.164633
45.800000,-0.138445
45.820000,-0.453277
45.840000,-0.325749
45.860000,0.105221
45.880000,0.247438
45.900000,-0.001152
45.920000,-0.087863
45.940000,0.198198
45.960000,0.328534
45.980000,0.025916
46.000000,-0.183607
46.020000,0.041728
46.040000,0.180120
46.060000,-0.171621
46.080000,-0.473590
46.100000,-0.179677
46.120000,0.258541
46.140000,0.182503
46.160000,-0.134070
46.180000,-0.058859
46.200000,0.240529
46.220000,0.189013
46.240000,-0.092690
46.260000,-0.064585
46.280000,0.193824
46.300000,0.153666
46.320000,-0.193004
46.340000,-0.349751
46.360000,-0.155997
46.380000,0.058563
46.400000,0.083181
46.420000,0.048823
46.440000,0.057352
46.460000,0.031419
46.480000,-0.027832
46.500000,0.008609
46.520000,0.132090
46.540000,0.166281
46.560000,0.044317
46.580000,-0.109416
46.600000,-0.177778
46.620000,-0.150450
46.640000,-0.064397
46.660000,0.018980
46.680000,0.049883
46.700000,0.058696
46.720000,0.069951
46.740000,0.015454
46.760000,-0.073890
46.780000,0.007786
46.800000,0.248999
46.820000,0.271519
46.840000,-0.081751
46.860000,-0.396370
46.880000,-0.299506
46.900000,-0.015375
46.920000,0.075154
46.940000,0.035778
46.960000,0.118343
46.980000,0.222334
47.000000,0.086181
47.020000,-0.149620
47.040000,-0.086628
47.060000,0.220488
47.080000,0.242315
47.100000,-0.155326
47.120000,-0.402831
47.140000,-0.156370
47.160000,0.100365
47.180000,-0.049049
47.200000,-0.165408
47.220000,0.160538
47.240000,0.405872
47.260000,0.071755
47.280000,-0.269015
47.300000,0.011522
47.320000,0.377590
47.340000,0.118107
47.360000,-0.320129
47.380000,-0.224463
47.400000,0.049064
47.420000,-0.111817
47.440000,-0.320772
47.460000,-0.008070
47.480000,0.375863
47.500000,0.199519
47.520000,-0.140894
47.540000,-0.014961
47.560000,0.257885
47.580000,0.111004
47.600000,-0.175032
47.620000,-0.092959
47.640000,0.107726
47.660000,-0.036810
47.680000,-0.312612
47.700000,-0.247185
47.720000,0.084277
47.740000,0.264381
47.760000,0.168646
47.780000,0.000076
47.800000,-0.055173
47.820000,0.005811
47.840000,0.067205
47.860000,0.070178
47.880000,0.065154
47.900000,0.022407
47.920000,-0.165817
47.940000,-0.351129
47.960000,-0.209858
47.980000,0.163775
48.000000,0.280456
48.020000,0.044124
48.040000,-0.095886
48.060000,0.060099
48.080000,0.163542
48.100000,0.002020
48.120000,-0.128062
48.140000,0.015114
48.160000,0.183557
48.180000,0.073225
48.200000,-0.179318
48.220000,-0.252955
48.240000,-0.120514
48.260000,0.020631
48.280000,0.078782
48.300000,0.086066
48.320000,0.059559
48.340000,0.017549
48.360000,0.008183
48.380000,0.037206
48.400000,0.061384
48.420000,0.056278
48.440000,0.011232
48.460000,-0.080823
48.480000,-0.152830
48.500000,-0.101274
48.520000,0.024252
48.540000,0.048860
48.560000,-0.018587
48.580000,0.025787
48.600000,0.164190
48.620000,0.116926
48.640000,-0.111654
48.660000,-0.146662
48.680000,0.081666
48.700000,0.160714
48.720000,-0.068691
48.740000,-0.230717
48.760000,-0.099875
48.780000,0.060968
48.800000,0.046277
48.820000,0.007945
48.840000,0.058299
48.860000,0.078164
48.880000,0.023635
48.900000,0.017037
48.920000,0.074516
48.940000,0.061490
48.960000,-0.046278
48.980000,-0.111721
49.000000,-0.079722
49.020000,-0.046672
49.040000,-0.047729
49.060000,-0.008513
49.080000,0.051787
49.100000,0.028241
49.120000,-0.040526
49.140000,-0.019312
49.160000,0.072645
49.180000,0.102417
49.200000,0.045596
49.220000,-0.015619
49.240000,-0.030030
49.260000,-0.016137
49.280000,-0.018304
49.300000,-0.033356
49.320000,-0.010124
49.340000,0.023103
49.360000,-0.020572
49.380000,-0.068658
49.400000,0.025594
49.420000,0.143337
49.440000,0.050777
49.460000,-0.129955
49.480000,-0.096221
49.500000,0.062939
49.520000,0.025100
49.540000,-0.134875
49.560000,-0.071977
49.580000,0.149742
49.600000,0.145567
49.620000,-0.050937
49.640000,-0.035711
49.660000,0.165447
49.680000,0.130940
49.700000,-0.107277
49.720000,-0.135660
49.740000,-0.018965
49.760000,-0.109348
49.780000,-0.217740
49.800000,-0.015132
49.820000,0.173193
49.840000,0.007478
49.860000,-0.099998
49.880000,0.185241
49.900000,0.380075
49.920000,0.097965
49.940000,-0.224930
49.960000,-0.158081
49.980000,0.037041
50.000000,0.001595
50.020000,-0.140344
50.040000,-0.119609
50.060000,0.015869
50.080000,0.034323
50.100000,-0.080821
50.120000,-0.090472
50.140000,0.124280
50.160000,0.330614
50.180000,0.239339
50.200000,-0.075473
50.220000,-0.252833
50.240000,-0.134968
50.260000,0.036801
50.280000,0.029671
50.300000,-0.030786
50.320000,0.024209
50.340000,0.035234
50.360000,-0.146797
50.380000,-0.249720
50.400000,0.015394
50.420000,0.386940
50.440000,0.372707
50.460000,-0.013390
50.480000,-0.272363
50.500000,-0.149079
50.520000,0.053974
50.540000,0.013238
50.560000,-0.122863
50.580000,-0.072266
50.600000,0.045842
50.620000,-0.038282
50.640000,-0.169665
50.660000,0.008065
50.680000,0.364252
50.700000,0.400529
50.720000,0.044024
50.740000,-0.243900
50.760000,-0.204128
50.780000,-0.084913
50.800000,-0.093794
50.820000,-0.068329
50.840000,0.090034
50.860000,0.128978
50.880000,-0.093446
50.900000,-0.254098
50.920000,-0.042245
50.940000,0.315145
50.960000,0.376237
50.980000,0.102278
51.000000,-0.162059
51.020000,-0.175222
51.040000,-0.043098
51.060000,-0.005271
51.080000,-0.078577
51.100000,-0.067832
51.120000,0.026208
51.140000,-0.032718
51.160000,-0.184981
51.180000,-0.054305
51.200000,0.307598
51.220000,0.360744
51.240000,0.011597
51.260000,-0.197137
51.280000,-0.056598
51.300000,0.014023
51.320000,-0.146304
51.340000,-0.145214
51.360000,0.129146
51.380000,0.221018
51.400000,-0.051389
51.420000,-0.227152
51.440000,-0.016301
51.460000,0.203573
51.480000,0.096217
51.500000,-0.070579
51.520000,-0.023993
51.540000,-0.003273
51.560000,-0.162179
51.580000,-0.145504
51.600000,0.174605
51.620000,0.294350
51.640000,-0.028051
51.660000,-0.284284
51.680000,-0.120548
51.700000,0.114026
51.720000,0.121593
51.740000,0.105187
51.760000,0.164965
51.780000,0.065314
51.800000,-0.181844
51.820000,-0.244435
51.840000,-0.093095
51.860000,-0.026629
51.880000,-0.068217
51.900000,0.020813
51.920000,0.181569
51.940000,0.145117
51.960000,-0.012672
51.980000,-0.011968
52.000000,0.087529
52.020000,0.067567
52.040000,0.015213
52.060000,0.040182
52.080000,-0.057166
52.100000,-0.294327
52.120000,-0.277567
52.140000,0.048725
52.160000,0.188698
52.180000,0.009292
52.200000,-0.043658
52.220000,0.122510
52.240000,0.114108
52.260000,-0.051912
52.280000,0.033534
52.300000,0.265820
52.320000,0.153757
52.340000,-0.223949
52.360000,-0.315875
52.380000,-0.054830
52.400000,0.089189
52.420000,-0.053341
52.440000,-0.146022
52.460000,-0.006493
52.480000,0.099541
52.500000,-0.003471
52.520000,-0.045209
52.540000,0.175801
52.560000,0.336809
52.580000,0.118661
52.600000,-0.194817
52.620000,-0.185040
52.640000,0.006347
52.660000,-0.005234
52.680000,-0.174283
52.700000,-0.170993
52.720000,0.032077
52.740000,0.137513
52.760000,0.026807
52.780000,-0.039326
52.800000,0.135960
52.820000,0.297690
52.840000,0.127685
52.860000,-0.185788
52.880000,-0.240414
52.900000,-0.089215
52.920000,-0.062832
52.940000,-0.127592
52.960000,-0.021169
52.980000,0.171255
53.000000,0.168760
53.020000,0.036170
53.040000,0.033888
53.060000,0.110487
53.080000,0.039584
53.100000,-0.108242
53.120000,-0.101272
53.140000,-0.014890
53.160000,-0.093071
53.180000,-0.233498
53.200000,-0.116924
53.220000,0.169699
53.240000,0.206937
